================================================================================
PREPROC0 LOG: Note-0 / Negative-Octave Rest Marker Filtering
Dataset: /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3
Total files: 3000
Date: 2026-02-17 23:58:32
================================================================================

Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/acem--ilahi--duyek--aldanma_dunya--zekai_dede.mid. Details: [{'time': 32.65775115833335, 'time_ticks': 3266, 'channel': 0, 'velocity': 41, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--mandra--devrituran_ii----lavtaci_andon.mid. Details: [{'time': 4.326392349999996, 'time_ticks': 433, 'channel': 0, 'velocity': 126, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--agiraksak--omrum_artar--bimen_sen.mid. Details: [{'time': 36.0, 'time_ticks': 3600, 'channel': 0, 'velocity': 74, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--aksak--bana_yardan--sadettin_kaynak.mid. Details: [{'time': 24.99999000000004, 'time_ticks': 2500, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--aksak--ben_gamli_hazan--melahat_pars.mid. Details: [{'time': 22.303032533333347, 'time_ticks': 2230, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--aksak--bir_an--omer_sami_gupgup.mid. Details: [{'time': 9.180063195833336, 'time_ticks': 918, 'channel': 0, 'velocity': 41, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--aksak--bir_bahar--selahaddin_pinar.mid. Details: [{'time': 7.990387012500001, 'time_ticks': 799, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--aksak--kis_geldi--sevki_bey.mid. Details: [{'time': 14.863637849999986, 'time_ticks': 1486, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--aksak--kiz_sen--alaeddin_yavasca.mid. Details: [{'time': 8.000004000000008, 'time_ticks': 800, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--aksak--korfezdeki_uc_bes--yildirim_gurses.mid. Details: [{'time': 19.809356310416646, 'time_ticks': 1981, 'channel': 0, 'velocity': 71, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--aksak--pencerenin_perdesini--muhlis_sabahaddin_ezgi.mid. Details: [{'time': 9.33455415624999, 'time_ticks': 933, 'channel': 0, 'velocity': 77, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--aksak--sazlar_calinir--yesari_asim_arsoy.mid. Details: [{'time': 25.289483799999985, 'time_ticks': 2529, 'channel': 0, 'velocity': 25, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--aksak--sen_bu_yerden--sevki_bey.mid. Details: [{'time': 10.652246785416677, 'time_ticks': 1065, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--aksak--yuzum_gulse--selahaddin_pinar.mid. Details: [{'time': 11.520000000000005, 'time_ticks': 1152, 'channel': 0, 'velocity': 23, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--curcuna--acmazsan_eger--yesari_asim_arsoy.mid. Details: [{'time': 17.578125, 'time_ticks': 1758, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--curcuna--aksam_erdi--rahmi_bey.mid. Details: [{'time': 15.625, 'time_ticks': 1562, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--curcuna--ates-i_suzan-i--haci_faik_bey.mid. Details: [{'time': 11.0075829125, 'time_ticks': 1101, 'channel': 0, 'velocity': 71, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--curcuna--gonul_yarasindan--selahaddin_pinar.mid. Details: [{'time': 35.53206194166674, 'time_ticks': 3553, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--curcuna--ruya_gibi--avni_anil.mid. Details: [{'time': 17.777786666666675, 'time_ticks': 1778, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--curcuna--severim_her--lemi_atli.mid. Details: [{'time': 13.333340000000014, 'time_ticks': 1333, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--curcuna--sine-i_suzanima--lemi_atli.mid. Details: [{'time': 31.25, 'time_ticks': 3125, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--curcuna--unutulmus_degilsin--irfan_ozbakir.mid. Details: [{'time': 28.91098773958336, 'time_ticks': 2891, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--curcuna--yesil_gozlerini--sadettin_kaynak.mid. Details: [{'time': 15.625, 'time_ticks': 1562, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--devrihindi--kudretin_kafi--haci_arif_bey.mid. Details: [{'time': 9.722218333333336, 'time_ticks': 972, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--acik_birak--sekip_ayhan_ozisik.mid. Details: [{'time': 9.461541300000007, 'time_ticks': 946, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--ayrilik_canlari--omer_sami_gupgup.mid. Details: [{'time': 17.780564445833345, 'time_ticks': 1778, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--bir_atesim--avni_anil.mid. Details: [{'time': 13.21969829166666, 'time_ticks': 1322, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--bogazici--alaeddin_yavasca.mid. Details: [{'time': 54.42629837916671, 'time_ticks': 5443, 'channel': 0, 'velocity': 78, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--dilsad_olacak--avni_anil.mid. Details: [{'time': 11.111106666666677, 'time_ticks': 1111, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--hasretim_sana--zeynettin_maras.mid. Details: [{'time': 12.5, 'time_ticks': 1250, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--hicbir_seyde--fethi_karamahmutoglu.mid. Details: [{'time': 17.58025306666665, 'time_ticks': 1758, 'channel': 0, 'velocity': 35, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--husn-u_guftarin--ali_rifat_cagatay.mid. Details: [{'time': 22.22221333333337, 'time_ticks': 2222, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--inanmaz_kanmaz--sinan_sipahi.mid. Details: [{'time': 11.169031112500008, 'time_ticks': 1117, 'channel': 0, 'velocity': 49, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--kader_kime--avni_anil.mid. Details: [{'time': 30.555543333333386, 'time_ticks': 3056, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--seni_ben--amir_ates.mid. Details: [{'time': 11.066170937500003, 'time_ticks': 1107, 'channel': 0, 'velocity': 77, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--sensizligi_ben--zekai_tunca.mid. Details: [{'time': 9.866906041666654, 'time_ticks': 987, 'channel': 0, 'velocity': 89, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--sevmiyorum_seni--avni_anil.mid. Details: [{'time': 29.71780600208333, 'time_ticks': 2972, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--soyleyemem_derdimi--sukru_tunar.mid. Details: [{'time': 9.463143864583332, 'time_ticks': 946, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--unuttum_sanma--goksel_baktagir.mid. Details: [{'time': 14.222229333333347, 'time_ticks': 1422, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--yalancinin_birine--necdet_tokatlioglu.mid. Details: [{'time': 4.425440366666667, 'time_ticks': 443, 'channel': 0, 'velocity': 101, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--duyek--yesil_gozlerinden--umit_mutlu.mid. Details: [{'time': 11.0, 'time_ticks': 1100, 'channel': 0, 'velocity': 113, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--evfer--bir_seni--selahattin_icli.mid. Details: [{'time': 37.499985000000045, 'time_ticks': 3750, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--evfer--mah_yuzune--dede_efendi.mid. Details: [{'time': 10.636221139583338, 'time_ticks': 1064, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--kapali_curcuna--anladim_sevmeyeceksin--selahaddin_pinar.mid. Details: [{'time': 27.745367595833365, 'time_ticks': 2775, 'channel': 0, 'velocity': 89, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--kapali_curcuna--anlatilmaz_bin--erdogan_yildizel.mid. Details: [{'time': 22.22223333333332, 'time_ticks': 2222, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--kapali_curcuna--hancer-i_askinla--ekrem_guyer.mid. Details: [{'time': 15.284232304166677, 'time_ticks': 1528, 'channel': 0, 'velocity': 41, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--raksaksagi--benim_yarim--sadettin_kaynak.mid. Details: [{'time': 5.2734375, 'time_ticks': 527, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--semai--bulbulun_cilesi--yusuf_nalkesen.mid. Details: [{'time': 8.33334000000001, 'time_ticks': 833, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--semai--degdi_saclarima--bekirof.mid. Details: [{'time': 4.954540499999996, 'time_ticks': 495, 'channel': 0, 'velocity': 114, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--semai--golgesinde_mevsimler--yusuf_nalkesen.mid. Details: [{'time': 2.083335, 'time_ticks': 208, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--semai--sevgimizin_askimizin--sadettin_oktenay.mid. Details: [{'time': 7.680000000000001, 'time_ticks': 768, 'channel': 0, 'velocity': 23, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--semai--sirma_sacli--misirli_udi_ibrahim_efendi.mid. Details: [{'time': 9.065225549999992, 'time_ticks': 907, 'channel': 0, 'velocity': 11, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--semai--tadi_yok--muzaffer_ilkar.mid. Details: [{'time': 10.394373608333352, 'time_ticks': 1039, 'channel': 0, 'velocity': 78, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--sofyan--seninle_bir--yusuf_nalkesen.mid. Details: [{'time': 46.875, 'time_ticks': 4688, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--yuruksemai--gittin_de_biraktin--munir_nurettin_selcuk.mid. Details: [{'time': 19.82386561875001, 'time_ticks': 1982, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sarki--yuruksemai--ulfet_etsem--sevki_bey.mid. Details: [{'time': 19.82197167916668, 'time_ticks': 1982, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--sazsemaisi--aksaksemai----refik_talat_alpman.mid. Details: [{'time': 271.4305284125, 'time_ticks': 27143, 'channel': 0, 'velocity': 23, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--aksak--el_zanneder--urfa.mid. Details: [{'time': 14.926541058333335, 'time_ticks': 1493, 'channel': 0, 'velocity': 101, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--aksak--karanfil_oylum_oylum--.mid. Details: [{'time': 18.749992500000022, 'time_ticks': 1875, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--aksak--pencere_acildi--.mid. Details: [{'time': 3.715905375, 'time_ticks': 372, 'channel': 0, 'velocity': 126, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--curcuna--hishisi_hancer--gaziantep.mid. Details: [{'time': 8.888893333333334, 'time_ticks': 889, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--devrihindi--cayelinden_oteye--rize.mid. Details: [{'time': 14.000000000000002, 'time_ticks': 1400, 'channel': 0, 'velocity': 113, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--duyek--garip_bir--bakir_yurtsever.mid. Details: [{'time': 12.11050421874999, 'time_ticks': 1211, 'channel': 0, 'velocity': 11, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--duyek--yollarina_gul--sadettin_kaynak.mid. Details: [{'time': 23.305097039583334, 'time_ticks': 2331, 'channel': 0, 'velocity': 59, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--evfer--horozumun_tuyleri--istanbul.mid. Details: [{'time': 2.4868431, 'time_ticks': 249, 'channel': 0, 'velocity': 101, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--evfer--suruverin_cezveler--istanbul.mid. Details: [{'time': 2.487939591666667, 'time_ticks': 249, 'channel': 0, 'velocity': 101, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--musemmen_ii--zuluf_dokulmus_yuze--kirsehir.mid. Details: [{'time': 124.98437499999991, 'time_ticks': 12498, 'channel': 0, 'velocity': 82, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--raksaksagi--arabaci--istanbul.mid. Details: [{'time': 4.5, 'time_ticks': 450, 'channel': 0, 'velocity': 113, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--raksaksagi--entarisi_ala--istanbul.mid. Details: [{'time': 4.973686200000002, 'time_ticks': 497, 'channel': 0, 'velocity': 101, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--sofyan--cadir_alti--gaziantep.mid. Details: [{'time': 4.395063266666667, 'time_ticks': 440, 'channel': 0, 'velocity': 72, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--turkaksagi--ben_seni--trabzon.mid. Details: [{'time': 3.90625, 'time_ticks': 391, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--turkaksagi--divane_asik--macka.mid. Details: [{'time': 6.3999999999999995, 'time_ticks': 640, 'channel': 0, 'velocity': 23, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--turkaksagi--mayadagdan_kalkan--.mid. Details: [{'time': 3.455880624999997, 'time_ticks': 346, 'channel': 0, 'velocity': 77, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--yuruksemai_ii--bitliste_bes--.mid. Details: [{'time': 15.360000000000007, 'time_ticks': 1536, 'channel': 0, 'velocity': 23, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz--turku--zafer--al_tavandan--ordu.mid. Details: [{'time': 4.444446666666666, 'time_ticks': 444, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz_humayun--pesrev--cenber----veli_dede.mid. Details: [{'time': 138.7519078145837, 'time_ticks': 13875, 'channel': 0, 'velocity': 72, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz_humayun--rumeliturkusu--devrituran--gidem_dedim--rumeli.mid. Details: [{'time': 2.2400000000000007, 'time_ticks': 224, 'channel': 0, 'velocity': 126, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz_humayun--sarki--aydin--tel_tel--sadettin_kaynak.mid. Details: [{'time': 6.75, 'time_ticks': 675, 'channel': 0, 'velocity': 113, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz_humayun--sarki--curcuna--demedim_hicranimi--sukru_tunar.mid. Details: [{'time': 20.72276262708334, 'time_ticks': 2072, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz_humayun--sarki--curcuna--nerde_o--alaeddin_yavasca.mid. Details: [{'time': 22.93453298333335, 'time_ticks': 2293, 'channel': 0, 'velocity': 41, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz_humayun--sarki--duyek--yarin_bahcesinde--atif_bastug.mid. Details: [{'time': 26.43747356250006, 'time_ticks': 2644, 'channel': 0, 'velocity': 126, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz_humayun--sarki--sofyan--bulbullerin_ister--yesari_asim_arsoy.mid. Details: [{'time': 24.000000000000004, 'time_ticks': 2400, 'channel': 0, 'velocity': 90, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz_humayun--sarki--turkaksagi--yadeller_aldi--sadettin_kaynak.mid. Details: [{'time': 13.888883333333345, 'time_ticks': 1389, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 3 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz_humayun--sazsemaisi--aksaksemai----neyzen_yusuf_pasa.mid. Details: [{'time': 37.15909462500006, 'time_ticks': 3716, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}, {'time': 219.20646131458483, 'time_ticks': 21921, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}, {'time': 219.20646131458483, 'time_ticks': 21921, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz_humayun--turku--aksak--estergon_kalasi--.mid. Details: [{'time': 19.7685254375, 'time_ticks': 1977, 'channel': 0, 'velocity': 35, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/hicaz_humayun--turku--aksak--necibemin_ikidir--istanbul.mid. Details: [{'time': 5.325322110416665, 'time_ticks': 533, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
